Name,Time,Observed Date,X,Y,Layer,Observed,Computed,Weight,Group,Residual,,,
MW-4,6362,11/1/1989,2277596.903,10431375.98,12,6486.85,6554.555113,1,1,-67.705113,,,
MW-4,6703,10/8/1990,2277596.903,10431375.98,12,6487.1,6554.068623,1,1,-66.968623,,,
MW-4,7130,12/9/1991,2277596.903,10431375.98,12,6486.37,6553.449236,1,1,-67.079236,,,
MW-4,7462,11/5/1992,2277596.903,10431375.98,12,6486.03,6554.312204,1,1,-68.282204,,,
MW-4,7861,12/9/1993,2277596.903,10431375.98,12,6485.48,6555.145366,1,1,-69.665366,,,
MW-4,8231,12/14/1994,2277596.903,10431375.98,12,6485.55,6554.333019,1,1,-68.783019,,,
MW-4,8517,9/26/1995,2277596.903,10431375.98,12,6485.63,6553.876605,1,1,-68.246605,,,
MW-4,8954,12/6/1996,2277596.903,10431375.98,12,6485.49,6553.388906,1,1,-67.898906,,,
MW-4,9343,12/30/1997,2277596.903,10431375.98,12,6485.42,6553.249522,1,1,-67.829522,,,
MW-4,9654,11/6/1998,2277596.903,10431375.98,12,6484.35,6553.145663,1,1,-68.795663,,,
MW-4,10022,11/9/1999,2277596.903,10431375.98,12,6485.67,6553.009782,1,1,-67.339782,,,
MW-4,10392,11/13/2000,2277596.903,10431375.98,12,6485.55,6552.878512,1,1,-67.328512,,,
MW-4,10731,10/18/2001,2277596.903,10431375.98,12,6485.59,6552.804158,1,1,-67.214158,,,
MW-4,11159,12/20/2002,2277596.903,10431375.98,12,6485.55,6552.768113,1,1,-67.218113,,,
MW-4,11494,11/20/2003,2277596.903,10431375.98,12,6485.57,6552.768627,1,1,-67.198627,,,
MW-4,11621,3/26/2004,2277596.903,10431375.98,12,6485.52,6552.776251,1,1,-67.256251,,,
MW-6,11492,11/18/2003,2273862.756,10432354.29,12,6419.68,6484.213045,1,1,-64.533045,,,
MW-6A,3774,10/1/1982,2273989.961,10432455.78,12,6512.8,6509.231295,1,1,3.568705,,,
MW-6A,4200,12/1/1983,2273989.961,10432455.78,12,6514.05,6510.872803,1,1,3.177197,,,
MW-6A,4413,7/1/1984,2273989.961,10432455.78,12,6514.92,6511.13724,1,1,3.78276,,,
MW-6A,5669,12/9/1987,2273989.961,10432455.78,12,6514.55,6515.388488,1,1,-0.838488,,,
MW-6A,5966,10/1/1988,2273989.961,10432455.78,12,6516.53,6516.641659,1,1,-0.111659,,,
MW-6A,6363,11/2/1989,2273989.961,10432455.78,12,6514.77,6517.049233,1,1,-2.279233,,,
MW-6A,6706,10/11/1990,2273989.961,10432455.78,12,6502.53,6514.326509,1,1,-11.796509,,,
MW-6A,7134,12/13/1991,2273989.961,10432455.78,12,6493.57,6507.83055,1,1,-14.26055,,,
MW-6A,7462,11/5/1992,2273989.961,10432455.78,12,6496.66,6508.273883,1,1,-11.613883,,,
MW-6A,7684,6/15/1993,2273989.961,10432455.78,12,6498.28,6510.667181,1,1,-12.387181,,,
MW-7,3835,12/1/1982,2275017.723,10435219.28,12,6564.9,6573.815827,1,1,-8.915827,,,
MW-7,4139,10/1/1983,2275017.723,10435219.28,12,6567.61,6574.440267,1,1,-6.830267,,,
MW-7,4475,9/1/1984,2275017.723,10435219.28,12,6567.85,6574.271836,1,1,-6.421836,,,
MW-7,4870,10/1/1985,2275017.723,10435219.28,12,6567.2,6574.026196,1,1,-6.826196,,,
MW-7,5235,10/1/1986,2275017.723,10435219.28,12,6567.53,6573.977911,1,1,-6.447911,,,
MW-7,5600,10/1/1987,2275017.723,10435219.28,12,6567.55,6574.372559,1,1,-6.822559,,,
MW-7,5966,10/1/1988,2275017.723,10435219.28,12,6551.66,6574.718861,1,1,-23.058861,,,
MW-7,6366,11/5/1989,2275017.723,10435219.28,12,6569.7,6574.198955,1,1,-4.498955,,,
MW-7,6713,10/18/1990,2275017.723,10435219.28,12,6570.1,6573.354786,1,1,-3.254786,,,
MW-7,7132,12/11/1991,2275017.723,10435219.28,12,6569.56,6571.707968,1,1,-2.147968,,,
MW-7,7466,11/9/1992,2275017.723,10435219.28,12,6568.93,6571.147992,1,1,-2.217992,,,
MW-7,7859,12/7/1993,2275017.723,10435219.28,12,6568.59,6571.236356,1,1,-2.646356,,,
MW-7,8232,12/15/1994,2275017.723,10435219.28,12,6566.59,6570.492531,1,1,-3.902531,,,
MW-7,8520,9/29/1995,2275017.723,10435219.28,12,6567.07,6569.532475,1,1,-2.462475,,,
MW-7,8957,12/9/1996,2275017.723,10435219.28,12,6566.24,6568.341322,1,1,-2.101322,,,
MW-7,9343,12/30/1997,2275017.723,10435219.28,12,6564.98,6567.975017,1,1,-2.995017,,,
MW-7,9656,11/8/1998,2275017.723,10435219.28,12,6565.59,6567.853174,1,1,-2.263174,,,
MW-7,10023,11/10/1999,2275017.723,10435219.28,12,6565.02,6567.657875,1,1,-2.637875,,,
MW-7,10386,11/7/2000,2275017.723,10435219.28,12,6563.9,6567.35679,1,1,-3.45679,,,
MW-7,10719,10/6/2001,2275017.723,10435219.28,12,6564.18,6566.881926,1,1,-2.701926,,,
MW-7,10861,2/25/2002,2275017.723,10435219.28,12,6564.12,6566.619969,1,1,-2.499969,,,
MW-8,3835,12/1/1982,2276033.342,10435219.28,12,6564.4,6580.700115,1,1,-16.300115,,,
MW-8,4139,10/1/1983,2276033.342,10435219.28,12,6567.44,6581.172526,1,1,-13.732526,,,
MW-8,4505,10/1/1984,2276033.342,10435219.28,12,6568.55,6580.525581,1,1,-11.975581,,,
MW-8,4870,10/1/1985,2276033.342,10435219.28,12,6569.8,6579.956393,1,1,-10.156393,,,
MW-8,5235,10/1/1986,2276033.342,10435219.28,12,6570.53,6579.808976,1,1,-9.278976,,,
MW-8,5600,10/1/1987,2276033.342,10435219.28,12,6572.17,6580.233561,1,1,-8.063561,,,
MW-8,5966,10/1/1988,2276033.342,10435219.28,12,6572.6,6580.649268,1,1,-8.049268,,,
MW-8,6713,10/18/1990,2276033.342,10435219.28,12,6573.77,6578.492075,1,1,-4.722075,,,
MW-8,7132,12/11/1991,2276033.342,10435219.28,12,6572.96,6575.289675,1,1,-2.329675,,,
MW-8,7466,11/9/1992,2276033.342,10435219.28,12,6572.78,6575.132602,1,1,-2.352602,,,
MW-8,7859,12/7/1993,2276033.342,10435219.28,12,6571.9,6575.553298,1,1,-3.653298,,,
MW-8,8229,12/12/1994,2276033.342,10435219.28,12,6551.45,6573.342347,1,1,-21.892347,,,
MW-8,8555,11/3/1995,2276033.342,10435219.28,12,6550.42,6570.849757,1,1,-20.429757,,,
MW-8,8945,11/27/1996,2276033.342,10435219.28,12,6550.84,6570.541983,1,1,-19.701983,,,
MW-8,9336,12/23/1997,2276033.342,10435219.28,12,6543.4,6572.119736,1,1,-28.719736,,,
MW-8,9652,11/4/1998,2276033.342,10435219.28,12,6546.21,6572.301826,1,1,-26.091826,,,
MW-8,10023,11/10/1999,2276033.342,10435219.28,12,6545.7,6571.878858,1,1,-26.178858,,,
MW-8,10386,11/7/2000,2276033.342,10435219.28,12,6546.15,6571.582328,1,1,-25.432328,,,
MW-8,10743,10/30/2001,2276033.342,10435219.28,12,6548.38,6570.44833,1,1,-22.06833,,,
MW-8,11155,12/16/2002,2276033.342,10435219.28,12,6547.7,6570.221685,1,1,-22.521685,,,
MW-8,11296,5/6/2003,2276033.342,10435219.28,12,6561.48,6570.450486,1,1,-8.970486,,,
MW-8,11809,9/30/2004,2276033.342,10435219.28,12,6547.95,6571.247612,1,1,-23.297612,,,
MW-8A,11491,11/17/2003,2276033.013,10435221.24,12,6564,6570.327411,1,1,-6.327411,,,
MW-9,3835,12/1/1982,2277033.77,10435224.06,12,6563.1,6584.975538,1,1,-21.875538,,,
MW-9,4139,10/1/1983,2277033.77,10435224.06,12,6566.72,6585.296387,1,1,-18.576387,,,
MW-9,4413,7/1/1984,2277033.77,10435224.06,12,6568.64,6584.476743,1,1,-15.836743,,,
MW-9,4870,10/1/1985,2277033.77,10435224.06,12,6570.77,6583.537468,1,1,-12.767468,,,
MW-9,5235,10/1/1986,2277033.77,10435224.06,12,6572.85,6583.426712,1,1,-10.576712,,,
MW-9,5600,10/1/1987,2277033.77,10435224.06,12,6574.32,6583.922201,1,1,-9.602201,,,
MW-9,5966,10/1/1988,2277033.77,10435224.06,12,6575.05,6584.439763,1,1,-9.389763,,,
MW-9,6312,9/12/1989,2277033.77,10435224.06,12,6577.45,6584.22022,1,1,-6.77022,,,
MW-9,6707,10/12/1990,2277033.77,10435224.06,12,6577.65,6582.690914,1,1,-5.040914,,,
MW-9,7130,12/9/1991,2277033.77,10435224.06,12,6574.38,6579.900272,1,1,-5.520272,,,
MW-9,7454,10/28/1992,2277033.77,10435224.06,12,6577.32,6580.033496,1,1,-2.713496,,,
MW-9,7858,12/6/1993,2277033.77,10435224.06,12,6576.74,6580.718989,1,1,-3.978989,,,
MW-9,8232,12/15/1994,2277033.77,10435224.06,12,6575.58,6579.87749,1,1,-4.29749,,,
MW-9,8556,11/4/1995,2277033.77,10435224.06,12,6572.52,6578.991555,1,1,-6.471555,,,
MW-9,8950,12/2/1996,2277033.77,10435224.06,12,6574.24,6578.329515,1,1,-4.089515,,,
MW-9,9342,12/29/1997,2277033.77,10435224.06,12,6573.4,6578.577175,1,1,-5.177175,,,
MW-9,9653,11/5/1998,2277033.77,10435224.06,12,6573.64,6578.705221,1,1,-5.065221,,,
MW-9,10022,11/9/1999,2277033.77,10435224.06,12,6573.42,6578.385362,1,1,-4.965362,,,
MW-9,10387,11/8/2000,2277033.77,10435224.06,12,6572.41,6577.660584,1,1,-5.250584,,,
MW-9,10730,10/17/2001,2277033.77,10435224.06,12,6571.6,6576.443072,1,1,-4.843072,,,
MW-9,11067,9/19/2002,2277033.77,10435224.06,12,6570,6576.042353,1,1,-6.042353,,,
MW-9,11492,11/18/2003,2277033.77,10435224.06,12,6572.05,6576.234274,1,1,-4.184274,,,
MW-9,11619,3/24/2004,2277033.77,10435224.06,12,6570.08,6576.053999,1,1,-5.973999,,,
PZ-8,16757,4/18/2018,2267281.038,10437650.48,1,6437.66,6379.017115,1,1,58.642885,,,
PZ-8,17135,5/1/2019,2267281.038,10437650.48,1,6437.54,6380.305383,1,1,57.234617,,,
RW-1,3652,6/1/1982,2276464.512,10434170.26,12,6631,6585.061035,1,1,45.938965,,,
RW-1,4139,10/1/1983,2276464.512,10434170.26,12,6554,6585.295085,1,1,-31.295085,,,
RW-1,4516,10/12/1984,2276464.512,10434170.26,12,6581.54,6582.763923,1,1,-1.223923,,,
RW-1,4870,10/1/1985,2276464.512,10434170.26,12,6581.15,6581.491901,1,1,-0.341901,,,
RW-1,5235,10/1/1986,2276464.512,10434170.26,12,6581.29,6581.193438,1,1,0.096562,,,
RW-1,5600,10/1/1987,2276464.512,10434170.26,12,6581.42,6581.471191,1,1,-0.051191,,,
RW-1,5966,10/1/1988,2276464.512,10434170.26,12,6580.95,6582.000732,1,1,-1.050732,,,
RW-1,6364,11/3/1989,2276464.512,10434170.26,12,6583.48,6582.123896,1,1,1.356104,,,
RW-1,6712,10/17/1990,2276464.512,10434170.26,12,6582.67,6581.053212,1,1,1.616788,,,
RW-1,7131,12/10/1991,2276464.512,10434170.26,12,6581.47,6579.214828,1,1,2.255172,,,
RW-1,7463,11/6/1992,2276464.512,10434170.26,12,6580.74,6579.762465,1,1,0.977535,,,
RW-1,7860,12/8/1993,2276464.512,10434170.26,12,6579.15,6580.594091,1,1,-1.444091,,,
RW-1,8232,12/15/1994,2276464.512,10434170.26,12,6576.24,6580.418646,1,1,-4.178646,,,
RW-1,8520,9/29/1995,2276464.512,10434170.26,12,6577.91,6580.266602,1,1,-2.356602,,,
RW-1,8956,12/8/1996,2276464.512,10434170.26,12,6576.24,6579.734455,1,1,-3.494455,,,
RW-1,9343,12/30/1997,2276464.512,10434170.26,12,6575.15,6579.663252,1,1,-4.513252,,,
RW-1,9656,11/8/1998,2276464.512,10434170.26,12,6574.55,6579.743907,1,1,-5.193907,,,
RW-1,9921,7/31/1999,2276464.512,10434170.26,12,6575.14,6579.621966,1,1,-4.481966,,,
RW-1,10393,11/14/2000,2276464.512,10434170.26,12,6573.75,6579.090109,1,1,-5.340109,,,
RW-1,10731,10/18/2001,2276464.512,10434170.26,12,6574.99,6578.108766,1,1,-3.118766,,,
RW-1,11159,12/20/2002,2276464.512,10434170.26,12,6571.67,6577.660602,1,1,-5.990602,,,
RW-1,11494,11/20/2003,2276464.512,10434170.26,12,6572.26,6577.732251,1,1,-5.472251,,,
RW-2,4139,10/1/1983,2277441.766,10434039.15,12,6581.5,6587.550456,1,1,-6.050456,,,
RW-2,4505,10/1/1984,2277441.766,10434039.15,12,6581,6584.480247,1,1,-3.480247,,,
RW-2,4870,10/1/1985,2277441.766,10434039.15,12,6581,6583.333725,1,1,-2.333725,,,
RW-2,5235,10/1/1986,2277441.766,10434039.15,12,6582,6583.345276,1,1,-1.345276,,,
RW-2,5600,10/1/1987,2277441.766,10434039.15,12,6583,6583.784668,1,1,-0.784668,,,
RW-2,5966,10/1/1988,2277441.766,10434039.15,12,6582.37,6584.536517,1,1,-2.166517,,,
RW-2,6364,11/3/1989,2277441.766,10434039.15,12,6584.02,6584.89421,1,1,-0.87421,,,
RW-2,6711,10/16/1990,2277441.766,10434039.15,12,6583.73,6583.942664,1,1,-0.212664,,,
RW-2,7131,12/10/1991,2277441.766,10434039.15,12,6582.02,6582.752658,1,1,-0.732658,,,
RW-2,7463,11/6/1992,2277441.766,10434039.15,12,6581.27,6583.851473,1,1,-2.581473,,,
RW-2,7860,12/8/1993,2277441.766,10434039.15,12,6579.61,6584.751371,1,1,-5.141371,,,
RW-2,8232,12/15/1994,2277441.766,10434039.15,12,6578.83,6584.769252,1,1,-5.939252,,,
RW-2,8517,9/26/1995,2277441.766,10434039.15,12,6578.54,6584.874019,1,1,-6.334019,,,
RW-2,8955,12/7/1996,2277441.766,10434039.15,12,6577.07,6584.374662,1,1,-7.304662,,,
RW-2,9343,12/30/1997,2277441.766,10434039.15,12,6576.71,6584.142475,1,1,-7.432475,,,
RW-2,9656,11/8/1998,2277441.766,10434039.15,12,6573.24,6584.098459,1,1,-10.858459,,,
RW-2,10022,11/9/1999,2277441.766,10434039.15,12,6575.92,6583.861812,1,1,-7.941812,,,
RW-2,10393,11/14/2000,2277441.766,10434039.15,12,6574.87,6583.439132,1,1,-8.569132,,,
RW-2,10731,10/18/2001,2277441.766,10434039.15,12,6574.31,6582.705398,1,1,-8.395398,,,
RW-2,11159,12/20/2002,2277441.766,10434039.15,12,6573.45,6582.15467,1,1,-8.70467,,,
RW-2,11494,11/20/2003,2277441.766,10434039.15,12,6573.47,6582.147757,1,1,-8.677757,,,
WestWell,16757,4/18/2018,2264340.9,10438609.92,12,6345.14,6354.749938,1,1,-9.609938,,,
WestWell,17792,2/16/2021,2264340.9,10438609.92,12,6341,6356.160785,1,1,-15.160785,,,
EF-3A,6704,10/9/1990,2274132.874,10431783.24,12,6507.29,6514.813978,1,1,-7.523978,,,
EF-3A,7117,11/26/1991,2274132.874,10431783.24,12,6499.14,6506.627642,1,1,-7.487642,,,
EF-3A,7461,11/4/1992,2274132.874,10431783.24,12,6502.1,6508.254326,1,1,-6.154326,,,
EF-3A,7861,12/9/1993,2274132.874,10431783.24,12,6499.72,6509.259339,1,1,-9.539339,,,
EF-3A,8229,12/12/1994,2274132.874,10431783.24,12,6440.42,6499.887788,1,1,-59.467788,,,
EF-3A,8555,11/3/1995,2274132.874,10431783.24,12,6460.94,6494.581088,1,1,-33.641088,,,
EF-3A,9336,12/23/1997,2274132.874,10431783.24,12,6474.52,6489.002154,1,1,-14.482154,,,
EF-3A,9652,11/4/1998,2274132.874,10431783.24,12,6470.9,6490.221369,1,1,-19.321369,,,
EF-3A,10023,11/10/1999,2274132.874,10431783.24,12,6477.82,6491.79152,1,1,-13.97152,,,
EF-3A,10386,11/7/2000,2274132.874,10431783.24,12,6474.32,6488.418951,1,1,-14.098951,,,
EF-3A,10729,10/16/2001,2274132.874,10431783.24,12,6461.85,6482.848451,1,1,-20.998451,,,
EF-3A,11066,9/18/2002,2274132.874,10431783.24,12,6456.71,6479.319649,1,1,-22.609649,,,
EF-3A,11491,11/17/2003,2274132.874,10431783.24,12,6450.95,6477.002499,1,1,-26.052499,,,
EF-3A,11887,12/17/2004,2274132.874,10431783.24,12,6466.33,6482.685602,1,1,-16.355602,,,
EF-3A,12215,11/10/2005,2274132.874,10431783.24,12,6473,6489.928453,1,1,-16.928453,,,
EF-3A,12614,12/14/2006,2274132.874,10431783.24,12,6478.84,6491.689091,1,1,-12.849091,,,
EF-3A,12929,10/25/2007,2274132.874,10431783.24,12,6486.95,6492.427967,1,1,-5.477967,,,
EF-3A,13286,10/16/2008,2274132.874,10431783.24,12,6492.06,6492.900986,1,1,-0.840986,,,
EF-3A,13586,8/12/2009,2274132.874,10431783.24,12,6493.03,6493.123353,1,1,-0.093353,,,
EF-3A,13965,8/26/2010,2274132.874,10431783.24,12,6499.97,6493.238949,1,1,6.731051,,,
EF-3A,14384,10/19/2011,2274132.874,10431783.24,12,6500.85,6493.233519,1,1,7.616481,,,
EF-3A,14760,10/29/2012,2274132.874,10431783.24,12,6502.33,6493.151889,1,1,9.178111,,,
EF-3A,15171,12/14/2013,2274132.874,10431783.24,12,6502.85,6493.031174,1,1,9.818826,,,
EF-3A,15489,10/28/2014,2274132.874,10431783.24,12,6503.33,6493.027429,1,1,10.302571,,,
EF-3A,15847,10/21/2015,2274132.874,10431783.24,12,6504.08,6493.420989,1,1,10.659011,,,
EF-3A,16204,10/12/2016,2274132.874,10431783.24,12,6505.72,6494.072531,1,1,11.647469,,,
EF-3A,16581,10/24/2017,2274132.874,10431783.24,12,6505.9,6494.336453,1,1,11.563547,,,
EF-3A,16930,10/8/2018,2274132.874,10431783.24,12,6505.75,6494.817127,1,1,10.932873,,,
EF-3A,17304,10/17/2019,2274132.874,10431783.24,12,6507.51,6496.181993,1,1,11.328007,,,
EF-3A,17672,10/19/2020,2274132.874,10431783.24,12,6507.39,6497.319202,1,1,10.070798,,,
EF-6,6705,10/10/1990,2273242.691,10433120.86,10,6509.58,6513.097956,1,1,-3.517956,,,
EF-6,7117,11/26/1991,2273242.691,10433120.86,10,6500.95,6509.033755,1,1,-8.083755,,,
EF-6,7461,11/4/1992,2273242.691,10433120.86,10,6501.02,6508.14239,1,1,-7.12239,,,
EF-6,7862,12/10/1993,2273242.691,10433120.86,10,6501.21,6508.51225,1,1,-7.30225,,,
EF-6,8231,12/14/1994,2273242.691,10433120.86,10,6497.02,6506.0501,1,1,-9.0301,,,
EF-6,8517,9/26/1995,2273242.691,10433120.86,10,6493.32,6503.565842,1,1,-10.245842,,,
EF-6,8953,12/5/1996,2273242.691,10433120.86,10,6490.42,6500.250338,1,1,-9.830338,,,
EF-6,9342,12/29/1997,2273242.691,10433120.86,10,6486.45,6497.777384,1,1,-11.327384,,,
EF-6,9654,11/6/1998,2273242.691,10433120.86,10,6484.89,6496.713118,1,1,-11.823118,,,
EF-6,10021,11/8/1999,2273242.691,10433120.86,10,6487.28,6495.940032,1,1,-8.660032,,,
EF-6,10392,11/13/2000,2273242.691,10433120.86,10,6483.75,6494.451373,1,1,-10.701373,,,
EF-6,10731,10/18/2001,2273242.691,10433120.86,10,6480.38,6492.204275,1,1,-11.824275,,,
EF-6,11158,12/19/2002,2273242.691,10433120.86,10,6473.75,6489.182301,1,1,-15.432301,,,
EF-6,11493,11/19/2003,2273242.691,10433120.86,10,6470.68,6487.111364,1,1,-16.431364,,,
EF-6,11887,12/17/2004,2273242.691,10433120.86,10,6469.34,6486.628917,1,1,-17.288917,,,
EF-6,12214,11/9/2005,2273242.691,10433120.86,10,6474.8,6487.823971,1,1,-13.023971,,,
EF-6,12614,12/14/2006,2273242.691,10433120.86,10,6478.96,6489.140913,1,1,-10.180913,,,
EF-6,12929,10/25/2007,2273242.691,10433120.86,10,6485.1,6489.802291,1,1,-4.702291,,,
EF-6,13285,10/15/2008,2273242.691,10433120.86,10,6489.75,6490.288134,1,1,-0.538134,,,
EF-6,13586,8/12/2009,2273242.691,10433120.86,10,6490.77,6490.556361,1,1,0.213639,,,
EF-6,13965,8/26/2010,2273242.691,10433120.86,10,6496.35,6490.747476,1,1,5.602524,,,
EF-6,14385,10/20/2011,2273242.691,10433120.86,10,6498.08,6490.831331,1,1,7.248669,,,
EF-6,14760,10/29/2012,2273242.691,10433120.86,10,6499.72,6490.828988,1,1,8.891012,,,
EF-6,15143,11/16/2013,2273242.691,10433120.86,10,6499.99,6490.792521,1,1,9.197479,,,
EF-6,15489,10/28/2014,2273242.691,10433120.86,10,6500.41,6490.842165,1,1,9.567835,,,
EF-6,15847,10/21/2015,2273242.691,10433120.86,10,6501.95,6491.278635,1,1,10.671365,,,
EF-6,16204,10/12/2016,2273242.691,10433120.86,10,6502.78,6491.953588,1,1,10.826412,,,
EF-6,16581,10/24/2017,2273242.691,10433120.86,10,6503.59,6492.232368,1,1,11.357632,,,
EF-6,16932,10/10/2018,2273242.691,10433120.86,10,6503.37,6492.697185,1,1,10.672815,,,
EF-6,17304,10/17/2019,2273242.691,10433120.86,10,6504.65,6494.001337,1,1,10.648663,,,
EF-6,17675,10/22/2020,2273242.691,10433120.86,10,6504.68,6495.086406,1,1,9.593594,,,
EF-6,17846,4/11/2021,2273242.691,10433120.86,10,6503.64,6495.254542,1,1,8.385458,,,
EF-8,6705,10/10/1990,2273450.85,10432071.06,12,6505.9,6514.43863,1,1,-8.53863,,,
EF-8,7147,12/26/1991,2273450.85,10432071.06,12,6497.3,6508.537614,1,1,-11.237614,,,
EF-8,7461,11/4/1992,2273450.85,10432071.06,12,6498.92,6508.729906,1,1,-9.809906,,,
EF-8,7683,6/14/1993,2273450.85,10432071.06,12,6500.44,6510.676605,1,1,-10.236605,,,
EF-8,8218,12/1/1994,2273450.85,10432071.06,12,6493.92,6505.600962,1,1,-11.680962,,,
EF-8,8522,10/1/1995,2273450.85,10432071.06,12,6486.54,6502.371094,1,1,-15.831094,,,
EF-8,8888,10/1/1996,2273450.85,10432071.06,12,6485.06,6499.626046,1,1,-14.566046,,,
EF-8,9314,12/1/1997,2273450.85,10432071.06,12,6478.92,6496.697563,1,1,-17.777563,,,
EF-8,9679,12/1/1998,2273450.85,10432071.06,12,6476.8,6496.1738,1,1,-19.3738,,,
EF-8,9800,4/1/1999,2273450.85,10432071.06,12,6480.52,6496.226084,1,1,-15.706084,,,
EF-8,10410,12/1/2000,2273450.85,10432071.06,12,6476.03,6493.696757,1,1,-17.666757,,,
EF-8,10714,10/1/2001,2273450.85,10432071.06,12,6468.73,6490.934669,1,1,-22.204669,,,
EF-8,11298,5/8/2003,2273450.85,10432071.06,12,6465.3,6486.374354,1,1,-21.074354,,,
EF-8,11887,12/17/2004,2273450.85,10432071.06,12,6466.95,6486.215819,1,1,-19.265819,,,
EF-8,12214,11/9/2005,2273450.85,10432071.06,12,6473.31,6488.911297,1,1,-15.601297,,,
EF-8,12614,12/14/2006,2273450.85,10432071.06,12,6479.29,6490.516766,1,1,-11.226766,,,
EF-8,12929,10/25/2007,2273450.85,10432071.06,12,6486.42,6491.23421,1,1,-4.81421,,,
EF-8,13285,10/15/2008,2273450.85,10432071.06,12,6491.78,6491.720377,1,1,0.059623,,,
EF-8,13586,8/12/2009,2273450.85,10432071.06,12,6491.3,6491.967594,1,1,-0.667594,,,
EF-8,13964,8/25/2010,2273450.85,10432071.06,12,6499.3,6492.119602,1,1,7.180398,,,
EF-8,14384,10/19/2011,2273450.85,10432071.06,12,6500.11,6492.156706,1,1,7.953294,,,
EF-8,14812,12/20/2012,2273450.85,10432071.06,12,6501.34,6492.100536,1,1,9.239464,,,
EF-8,15171,12/14/2013,2273450.85,10432071.06,12,6501.76,6492.0261,1,1,9.7339,,,
EF-8,15543,12/21/2014,2273450.85,10432071.06,12,6502.56,6492.054919,1,1,10.505081,,,
EF-8,15847,10/21/2015,2273450.85,10432071.06,12,6502.81,6492.418508,1,1,10.391492,,,
EF-8,16204,10/12/2016,2273450.85,10432071.06,12,6504.92,6493.062896,1,1,11.857104,,,
EF-8,16581,10/24/2017,2273450.85,10432071.06,12,6505.13,6493.368833,1,1,11.761167,,,
EF-8,16930,10/8/2018,2273450.85,10432071.06,12,6506.1,6493.823254,1,1,12.276746,,,
EF-8,17304,10/17/2019,2273450.85,10432071.06,12,6506.62,6495.108486,1,1,11.511514,,,
EF-8,17680,10/27/2020,2273450.85,10432071.06,12,6506.43,6496.253849,1,1,10.176151,,,
H-63,6301,9/1/1989,2277890.92,10430706.03,12,6555.39,6533.26555,1,1,22.12445,,,
H-63,6757,12/1/1990,2277890.92,10430706.03,12,6554.19,6532.847564,1,1,21.342436,,,
H-63,7031,9/1/1991,2277890.92,10430706.03,12,6553.63,6532.199035,1,1,21.430965,,,
H-63,7397,9/1/1992,2277890.92,10430706.03,12,6553.23,6531.363954,1,1,21.866046,,,
H-63,7670,6/1/1993,2277890.92,10430706.03,12,6554.21,6531.964355,1,1,22.245645,,,
H-63,8218,12/1/1994,2277890.92,10430706.03,12,6554.25,6530.871127,1,1,23.378873,,,
H-63,8522,10/1/1995,2277890.92,10430706.03,12,6552.61,6529.694173,1,1,22.915827,,,
H-63,8888,10/1/1996,2277890.92,10430706.03,12,6552.29,6527.915394,1,1,24.374606,,,
H-63,9314,12/1/1997,2277890.92,10430706.03,12,6552.53,6525.565202,1,1,26.964798,,,
H-63,9679,12/1/1998,2277890.92,10430706.03,12,6552.43,6523.462729,1,1,28.967271,,,
H-63,9800,4/1/1999,2277890.92,10430706.03,12,6552.53,6522.773654,1,1,29.756346,,,
H-63,10410,12/1/2000,2277890.92,10430706.03,12,6551.69,6519.150668,1,1,32.539332,,,
H-63,10714,10/1/2001,2277890.92,10430706.03,12,6551.29,6519.139489,1,1,32.150511,,,
H-63,10865,3/1/2002,2277890.92,10430706.03,12,6551.19,6520.320793,1,1,30.869207,,,
H-63,11299,5/9/2003,2277890.92,10430706.03,12,6551.39,6521.049678,1,1,30.340322,,,
H-63,11794,9/15/2004,2277890.92,10430706.03,12,6548.16,6521.040716,1,1,27.119284,,,
H-63,12214,11/9/2005,2277890.92,10430706.03,12,6550.37,6521.035444,1,1,29.334556,,,
H-63,12614,12/14/2006,2277890.92,10430706.03,12,6549.8,6521.030355,1,1,28.769645,,,
H-63,12928,10/24/2007,2277890.92,10430706.03,12,6552.84,6521.028127,1,1,31.811873,,,
H-63,13284,10/14/2008,2277890.92,10430706.03,12,6553.25,6521.027832,1,1,32.222168,,,
H-63,13586,8/12/2009,2277890.92,10430706.03,12,6550.42,6521.027832,1,1,29.392168,,,
H-63,13964,8/25/2010,2277890.92,10430706.03,12,6553.87,6521.027832,1,1,32.842168,,,
H-63,14384,10/19/2011,2277890.92,10430706.03,12,6551.23,6521.027458,1,1,30.202542,,,
H-63,14760,10/29/2012,2277890.92,10430706.03,12,6550.65,6521.026454,1,1,29.623546,,,
H-63,15143,11/16/2013,2277890.92,10430706.03,12,6550.82,6521.03397,1,1,29.78603,,,
H-63,15489,10/28/2014,2277890.92,10430706.03,12,6551.09,6521.068373,1,1,30.021627,,,
H-63,15847,10/21/2015,2277890.92,10430706.03,12,6550.84,6521.181785,1,1,29.658215,,,
H-63,16205,10/13/2016,2277890.92,10430706.03,12,6552.2,6521.249037,1,1,30.950963,,,
H-63,16582,10/25/2017,2277890.92,10430706.03,12,6548.45,6521.131543,1,1,27.318457,,,
H-63,16931,10/9/2018,2277890.92,10430706.03,12,6550.04,6521.207459,1,1,28.832541,,,
H-63,17305,10/18/2019,2277890.92,10430706.03,12,6553.84,6521.460009,1,1,32.379991,,,
H-63,17675,10/22/2020,2277890.92,10430706.03,12,6552.6,6521.396962,1,1,31.203038,,,
