Name,Time,Observed Date,X,Y,Layer,Observed,Computed,Weight,Group,Residual,,,
LW-1,12613,12/13/2006,2276909.1,10436840.13,12,6576.64,6575.034621,1,1,1.605379,,,
LW-1,12927,10/23/2007,2276909.1,10436840.13,12,6578.19,6575.084833,1,1,3.105167,,,
LW-1,13284,10/14/2008,2276909.1,10436840.13,12,6579.58,6575.082413,1,1,4.497587,,,
LW-1,13585,8/11/2009,2276909.1,10436840.13,12,6578.46,6575.041104,1,1,3.418896,,,
LW-1,13964,8/25/2010,2276909.1,10436840.13,12,6579.74,6574.940684,1,1,4.799316,,,
LW-1,14383,10/18/2011,2276909.1,10436840.13,12,6578.59,6574.778747,1,1,3.811253,,,
LW-1,14760,10/29/2012,2276909.1,10436840.13,12,6578.87,6574.594914,1,1,4.275086,,,
LW-1,15143,11/16/2013,2276909.1,10436840.13,12,6579,6574.396973,1,1,4.603027,,,
LW-1,15489,10/28/2014,2276909.1,10436840.13,12,6578.1,6574.302575,1,1,3.797425,,,
LW-1,15846,10/20/2015,2276909.1,10436840.13,12,6577.94,6574.542757,1,1,3.397243,,,
LW-1,16205,10/13/2016,2276909.1,10436840.13,12,6577.4,6574.923488,1,1,2.476512,,,
LW-1,16582,10/25/2017,2276909.1,10436840.13,12,6576.73,6574.843652,1,1,1.886348,,,
LW-1,16931,10/9/2018,2276909.1,10436840.13,12,6576.75,6574.998328,1,1,1.751672,,,
LW-1,17303,10/16/2019,2276909.1,10436840.13,12,6575.87,6575.836243,1,1,0.033757,,,
LW-1,17679,10/26/2020,2276909.1,10436840.13,12,6575.56,6576.293548,1,1,-0.733548,,,
MW-100,16205,10/13/2016,2276873.252,10436826.56,9,6577.03,6574.915855,1,1,2.114145,,,
MW-100,16582,10/25/2017,2276873.252,10436826.56,9,6576.35,6574.835938,1,1,1.514063,,,
MW-100,16931,10/9/2018,2276873.252,10436826.56,9,6576.5,6574.990201,1,1,1.509799,,,
MW-100,17303,10/16/2019,2276873.252,10436826.56,9,6575.46,6575.828613,1,1,-0.368613,,,
MW-100,17673,10/20/2020,2276873.252,10436826.56,9,6575.16,6576.290177,1,1,-1.130177,,,
MW-100,17843,4/8/2021,2276873.252,10436826.56,9,6575.25,6576.172601,1,1,-0.922601,,,
MW-101,16205,10/13/2016,2274569.476,10435901.02,12,6559.55,6560.542189,1,1,-0.992189,,,
MW-101,16583,10/26/2017,2274569.476,10435901.02,12,6559.23,6560.607533,1,1,-1.377533,,,
MW-101,16933,10/11/2018,2274569.476,10435901.02,12,6559.44,6560.833277,1,1,-1.393277,,,
MW-101,17308,10/21/2019,2274569.476,10435901.02,12,6559,6561.634798,1,1,-2.634798,,,
MW-101,17674,10/21/2020,2274569.476,10435901.02,12,6559.15,6562.121404,1,1,-2.971404,,,
MW-102,16205,10/13/2016,2276098.6,10434632.8,12,6577.5,6579.243965,1,1,-1.743965,,,
MW-102,16582,10/25/2017,2276098.6,10434632.8,12,6577.09,6579.293066,1,1,-2.203066,,,
MW-102,16932,10/10/2018,2276098.6,10434632.8,12,6577.32,6579.485144,1,1,-2.165144,,,
MW-102,17308,10/21/2019,2276098.6,10434632.8,12,6577,6580.196334,1,1,-3.196334,,,
MW-102,17673,10/20/2020,2276098.6,10434632.8,12,6576.87,6580.668913,1,1,-3.798913,,,
MW-104,16203,10/11/2016,2277722.345,10431873.34,10,6611.94,6603.353132,1,1,8.586868,,,
MW-104,16581,10/24/2017,2277722.345,10431873.34,10,6611.26,6603.346593,1,1,7.913407,,,
MW-104,16932,10/10/2018,2277722.345,10431873.34,10,6610.84,6603.349671,1,1,7.490329,,,
MW-104,17305,10/18/2019,2277722.345,10431873.34,10,6611.32,6603.360302,1,1,7.959698,,,
MW-104,17680,10/27/2020,2277722.345,10431873.34,10,6610.96,6603.355283,1,1,7.604717,,,
MW-105,16205,10/13/2016,2276340.269,10430608.65,9,6551.18,6500.49746,1,1,50.68254,,,
MW-105,16581,10/24/2017,2276340.269,10430608.65,9,6550.47,6500.743886,1,1,49.726114,,,
MW-105,16931,10/9/2018,2276340.269,10430608.65,9,6550.07,6501.438477,1,1,48.631523,,,
MW-105,17305,10/18/2019,2276340.269,10430608.65,9,6551.59,6503.46335,1,1,48.12665,,,
MW-105,17678,10/25/2020,2276340.269,10430608.65,9,6550.8,6504.988086,1,1,45.811914,,,
MW-107D,16203,10/11/2016,2269015.939,10435770.78,5,6461.56,6455.578583,1,1,5.981417,,,
MW-107D,16583,10/26/2017,2269015.939,10435770.78,5,6462.09,6456.293701,1,1,5.796299,,,
MW-107D,16931,10/9/2018,2269015.939,10435770.78,5,6462.45,6457.107335,1,1,5.342665,,,
MW-107D,17303,10/16/2019,2269015.939,10435770.78,5,6462.54,6459.051987,1,1,3.488013,,,
MW-107D,17674,10/21/2020,2269015.939,10435770.78,5,6462.77,6460.861733,1,1,1.908267,,,
MW-107S,16203,10/11/2016,2269035.083,10435759.34,4,6461.4,6456.640353,1,1,4.759647,,,
MW-107S,16583,10/26/2017,2269035.083,10435759.34,4,6462.06,6457.379271,1,1,4.680729,,,
MW-107S,16931,10/9/2018,2269035.083,10435759.34,4,6462.4,6458.21659,1,1,4.18341,,,
MW-107S,17303,10/16/2019,2269035.083,10435759.34,4,6462.51,6460.217229,1,1,2.292771,,,
MW-107S,17674,10/21/2020,2269035.083,10435759.34,4,6462.69,6462.069418,1,1,0.620582,,,
MW-108,16203,10/11/2016,2270074.104,10436365.05,10,6495.8,6485.967078,1,1,9.832922,,,
MW-108,16582,10/25/2017,2270074.104,10436365.05,10,6496.53,6486.231152,1,1,10.298848,,,
MW-108,16931,10/9/2018,2270074.104,10436365.05,10,6492.53,6486.671741,1,1,5.858259,,,
MW-108,17303,10/16/2019,2270074.104,10436365.05,10,6497.58,6487.855047,1,1,9.724953,,,
MW-108,17674,10/21/2020,2270074.104,10436365.05,10,6491.98,6488.773199,1,1,3.206801,,,
MW-109,16205,10/13/2016,2272736.056,10436055.87,12,6537.38,6538.578879,1,1,-1.198879,,,
MW-109,16581,10/24/2017,2272736.056,10436055.87,12,6537.1,6538.667507,1,1,-1.567507,,,
MW-109,16932,10/10/2018,2272736.056,10436055.87,12,6537.37,6538.906582,1,1,-1.536582,,,
MW-109,17308,10/21/2019,2272736.056,10436055.87,12,6536.97,6539.776861,1,1,-2.806861,,,
MW-109,17679,10/26/2020,2272736.056,10436055.87,12,6536.95,6540.285677,1,1,-3.335677,,,
MW-112,16204,10/12/2016,2271690.839,10433902.04,7,6496.93,6489.130236,1,1,7.799764,,,
MW-112,16581,10/24/2017,2271690.839,10433902.04,7,6498.2,6489.490602,1,1,8.709398,,,
MW-112,16931,10/9/2018,2271690.839,10433902.04,7,6495.7,6489.920838,1,1,5.779162,,,
MW-112,17304,10/17/2019,2271690.839,10433902.04,7,6498.63,6491.069928,1,1,7.560072,,,
MW-112,17675,10/22/2020,2271690.839,10433902.04,7,6495.9,6492.145421,1,1,3.754579,,,
MW-113,16204,10/12/2016,2273219.458,10433150.59,7,6502.3,6491.953278,1,1,10.346722,,,
MW-113,16581,10/24/2017,2273219.458,10433150.59,7,6503.25,6492.232368,1,1,11.017632,,,
MW-113,16932,10/10/2018,2273219.458,10433150.59,7,6502.9,6492.69701,1,1,10.20299,,,
MW-113,17304,10/17/2019,2273219.458,10433150.59,7,6504.17,6494.000664,1,1,10.169336,,,
MW-113,17674,10/21/2020,2273219.458,10433150.59,7,6504.19,6495.084826,1,1,9.105174,,,
MW-114,16204,10/12/2016,2272232.847,10433025.62,8,6500.46,6490.684641,1,1,9.775359,,,
MW-114,16581,10/24/2017,2272232.847,10433025.62,8,6501.53,6491.073871,1,1,10.456129,,,
MW-114,16931,10/9/2018,2272232.847,10433025.62,8,6500.6,6491.485432,1,1,9.114568,,,
MW-114,17304,10/17/2019,2272232.847,10433025.62,8,6502.23,6492.590204,1,1,9.639796,,,
MW-114,17675,10/22/2020,2272232.847,10433025.62,8,6501.42,6493.720041,1,1,7.699959,,,
MW-115M,16204,10/12/2016,2273449.42,10432033.08,9,6505.31,6493.062097,1,1,12.247903,,,
MW-115M,16581,10/24/2017,2273449.42,10432033.08,9,6505.64,6493.368345,1,1,12.271655,,,
MW-115M,16930,10/8/2018,2273449.42,10432033.08,9,6505.57,6493.822593,1,1,11.747407,,,
MW-115M,17304,10/17/2019,2273449.42,10432033.08,9,6507.21,6495.107326,1,1,12.102674,,,
MW-115M,17675,10/22/2020,2273449.42,10432033.08,9,6507,6496.246127,1,1,10.753873,,,
MW-115S,16204,10/12/2016,2273498.463,10432027.41,5,6505.37,6493.20818,1,1,12.16182,,,
MW-115S,16581,10/24/2017,2273498.463,10432027.41,5,6505.67,6493.512876,1,1,12.157124,,,
MW-115S,16930,10/8/2018,2273498.463,10432027.41,5,6505.6,6493.969023,1,1,11.630977,,,
MW-115S,17304,10/17/2019,2273498.463,10432027.41,5,6507.19,6495.259622,1,1,11.930378,,,
MW-115S,17675,10/22/2020,2273498.463,10432027.41,5,6507,6496.40276,1,1,10.59724,,,
MW-116,16203,10/11/2016,2272802.649,10431713.87,7,6494,6494.02561,1,1,-0.02561,,,
MW-116,16584,10/27/2017,2272802.649,10431713.87,7,6494.37,6494.009237,1,1,0.360763,,,
MW-116,16930,10/8/2018,2272802.649,10431713.87,7,6495.3,6494.019034,1,1,1.280966,,,
MW-116,17304,10/17/2019,2272802.649,10431713.87,7,6495.37,6494.048052,1,1,1.321948,,,
MW-116,17675,10/22/2020,2272802.649,10431713.87,7,6496.03,6494.036197,1,1,1.993803,,,
MW-117M,16204,10/12/2016,2274184.207,10431743.48,9,6506.2,6494.071732,1,1,12.128268,,,
MW-117M,16581,10/24/2017,2274184.207,10431743.48,9,6506.36,6494.335964,1,1,12.024036,,,
MW-117M,16930,10/8/2018,2274184.207,10431743.48,9,6506.19,6494.816639,1,1,11.373361,,,
MW-117M,17304,10/17/2019,2274184.207,10431743.48,9,6508,6496.18132,1,1,11.81868,,,
MW-117M,17679,10/26/2020,2274184.207,10431743.48,9,6507.7,6497.326326,1,1,10.373674,,,
MW-117S,16205,10/13/2016,2274207.909,10431764.27,6,6506.19,6494.07111,1,1,12.11889,,,
MW-117S,16581,10/24/2017,2274207.909,10431764.27,6,6506.4,6494.335182,1,1,12.064818,,,
MW-117S,16930,10/8/2018,2274207.909,10431764.27,6,6506.3,6494.81546,1,1,11.48454,,,
MW-117S,17304,10/17/2019,2274207.909,10431764.27,6,6508.02,6496.178879,1,1,11.841121,,,
MW-117S,17679,10/26/2020,2274207.909,10431764.27,6,6507.7,6497.324474,1,1,10.375526,,,
MW-118,16203,10/11/2016,2268083.567,10437058.3,3,6450.8,6433.397567,1,1,17.402433,,,
MW-118,16582,10/25/2017,2268083.567,10437058.3,3,6452.6,6433.741699,1,1,18.858301,,,
MW-118,16931,10/9/2018,2268083.567,10437058.3,3,6451.36,6434.287029,1,1,17.072971,,,
MW-118,17303,10/16/2019,2268083.567,10437058.3,3,6451.83,6435.936057,1,1,15.893943,,,
MW-118,17678,10/25/2020,2268083.567,10437058.3,3,6451.86,6437.263477,1,1,14.596523,,,
MW-119,16206,10/14/2016,2271195.721,10436714.56,12,6519.41,6513.045758,1,1,6.364242,,,
MW-119,16581,10/24/2017,2271195.721,10436714.56,12,6519.25,6512.943854,1,1,6.306146,,,
MW-119,16932,10/10/2018,2271195.721,10436714.56,12,6519.45,6513.109359,1,1,6.340641,,,
MW-119,17304,10/17/2019,2271195.721,10436714.56,12,6519.35,6513.634237,1,1,5.715763,,,
MW-119,17679,10/26/2020,2271195.721,10436714.56,12,6519.4,6513.768369,1,1,5.631631,,,
MW-120,16205,10/13/2016,2277741.246,10429195.34,9,6551.5,6501.929191,1,1,49.570809,,,
MW-120,16582,10/25/2017,2277741.246,10429195.34,9,6550.81,6502.619238,1,1,48.190762,,,
MW-120,16931,10/9/2018,2277741.246,10429195.34,9,6550.47,6503.488957,1,1,46.981043,,,
MW-120,17305,10/18/2019,2277741.246,10429195.34,9,6551.9,6505.591848,1,1,46.308152,,,
MW-120,17679,10/26/2020,2277741.246,10429195.34,9,6551.1,6507.602776,1,1,43.497224,,,
MW-120,17843,4/8/2021,2277741.246,10429195.34,9,6551.01,6508.090046,1,1,42.919954,,,
MW-122,16580,10/23/2017,2281741.916,10427660.5,11,6731.14,6732.337057,1,1,-1.197057,,,
MW-122,17527,5/27/2020,2281741.916,10427660.5,11,6731.1,6732.362265,1,1,-1.262265,,,
MW-123,16584,10/27/2017,2273369.751,10431651.61,12,6505.7,6493.700124,1,1,11.999876,,,
MW-123,16932,10/10/2018,2273369.751,10431651.61,12,6505,6494.165812,1,1,10.834188,,,
MW-123,17304,10/17/2019,2273369.751,10431651.61,12,6506.56,6495.463995,1,1,11.096005,,,
MW-123,17672,10/19/2020,2273369.751,10431651.61,12,6506.43,6496.610833,1,1,9.819167,,,
MW-124,16583,10/26/2017,2269328.367,10437539.19,9,6499,6482.903548,1,1,16.096452,,,
MW-124,16931,10/9/2018,2269328.367,10437539.19,9,6488.56,6483.307202,1,1,5.252798,,,
MW-124,17303,10/16/2019,2269328.367,10437539.19,9,6496.23,6484.406754,1,1,11.823246,,,
MW-124,17674,10/21/2020,2269328.367,10437539.19,9,6486.92,6485.2468,1,1,1.6732,,,
MW-124,17846,4/11/2021,2269328.367,10437539.19,9,6485.45,6485.334006,1,1,0.115994,,,
MW-125,16584,10/27/2017,2276311.426,10429314.02,6,6597.2,6500.902804,1,1,96.297196,,,
MW-125,16932,10/10/2018,2276311.426,10429314.02,6,6597.76,6501.643812,1,1,96.116188,,,
MW-125,17304,10/17/2019,2276311.426,10429314.02,6,6597.34,6503.432921,1,1,93.907079,,,
MW-125,17672,10/19/2020,2276311.426,10429314.02,6,6597.5,6505.170484,1,1,92.329516,,,
MW-126,16584,10/27/2017,2272718.915,10431661.41,6,6495.3,6494.001175,1,1,1.298825,,,
MW-126,16932,10/10/2018,2272718.915,10431661.41,6,6494.81,6494.001991,1,1,0.808009,,,
MW-126,17304,10/17/2019,2272718.915,10431661.41,6,6494.86,6494.00293,1,1,0.85707,,,
MW-126,17675,10/22/2020,2272718.915,10431661.41,6,6495.45,6494.001973,1,1,1.448027,,,
MW-128,16584,10/27/2017,2270897.004,10433507.35,10,6497.88,6489.066866,1,1,8.813134,,,
MW-128,16932,10/10/2018,2270897.004,10433507.35,10,6495.04,6489.492498,1,1,5.547502,,,
MW-128,17303,10/16/2019,2270897.004,10433507.35,10,6497.99,6490.608242,1,1,7.381758,,,
MW-128,17674,10/21/2020,2270897.004,10433507.35,10,6495.18,6491.665329,1,1,3.514671,,,
MW-129,16584,10/27/2017,2271464.595,10435944.2,12,6497.5,6487.745864,1,1,9.754136,,,
MW-129,16932,10/10/2018,2271464.595,10435944.2,12,6494.4,6488.246233,1,1,6.153767,,,
MW-129,17303,10/16/2019,2271464.595,10435944.2,12,6497.44,6489.573843,1,1,7.866157,,,
MW-129,17673,10/20/2020,2271464.595,10435944.2,12,6494.48,6490.541294,1,1,3.938706,,,
MW-13,5669,12/9/1987,2276337.016,10430334.06,11,6554.5,6527.619055,1,1,26.880945,,,
MW-13,5923,8/19/1988,2276337.016,10430334.06,11,6554.94,6528.982886,1,1,25.957114,,,
MW-13,6362,11/1/1989,2276337.016,10430334.06,11,6553.98,6529.659232,1,1,24.320768,,,
MW-13,6699,10/4/1990,2276337.016,10430334.06,11,6553.34,6529.432209,1,1,23.907791,,,
MW-13,7115,11/24/1991,2276337.016,10430334.06,11,6552.91,6527.918991,1,1,24.991009,,,
MW-13,7454,10/28/1992,2276337.016,10430334.06,11,6552.59,6527.10903,1,1,25.48097,,,
MW-13,7861,12/9/1993,2276337.016,10430334.06,11,6552.58,6527.166254,1,1,25.413746,,,
MW-13,8231,12/14/1994,2276337.016,10430334.06,11,6552.29,6526.16292,1,1,26.12708,,,
MW-13,8556,11/4/1995,2276337.016,10430334.06,11,6547.86,6524.623951,1,1,23.236049,,,
MW-13,8953,12/5/1996,2276337.016,10430334.06,11,6551.56,6522.46625,1,1,29.09375,,,
MW-13,9342,12/29/1997,2276337.016,10430334.06,11,6553.82,6520.235168,1,1,33.584832,,,
MW-13,9653,11/5/1998,2276337.016,10430334.06,11,6551.34,6518.512214,1,1,32.827786,,,
MW-13,10021,11/8/1999,2276337.016,10430334.06,11,6551.66,6516.660386,1,1,34.999614,,,
MW-13,10392,11/13/2000,2276337.016,10430334.06,11,6551.14,6514.829784,1,1,36.310216,,,
MW-13,10730,10/17/2001,2276337.016,10430334.06,11,6550.75,6512.983326,1,1,37.766674,,,
MW-13,11158,12/19/2002,2276337.016,10430334.06,11,6559.8,6510.394522,1,1,49.405478,,,
MW-13,11491,11/17/2003,2276337.016,10430334.06,11,6550.44,6508.357595,1,1,42.082405,,,
MW-13,11886,12/16/2004,2276337.016,10430334.06,11,6548.85,6506.162095,1,1,42.687905,,,
MW-13,12214,11/9/2005,2276337.016,10430334.06,11,6550.24,6504.834862,1,1,45.405138,,,
MW-13,12613,12/13/2006,2276337.016,10430334.06,11,6549.4,6503.783618,1,1,45.616382,,,
MW-13,12929,10/25/2007,2276337.016,10430334.06,11,6552.8,6503.097696,1,1,49.702304,,,
MW-13,13285,10/15/2008,2276337.016,10430334.06,11,6553,6502.388194,1,1,50.611806,,,
MW-13,13586,8/12/2009,2276337.016,10430334.06,11,6550.38,6501.825324,1,1,48.554676,,,
MW-13,13964,8/25/2010,2276337.016,10430334.06,11,6553.69,6501.157541,1,1,52.532459,,,
MW-13,14383,10/18/2011,2276337.016,10430334.06,11,6551.05,6500.461183,1,1,50.588817,,,
MW-13,14760,10/29/2012,2276337.016,10430334.06,11,6550.54,6499.86781,1,1,50.67219,,,
MW-13,15143,11/16/2013,2276337.016,10430334.06,11,6550.77,6499.326006,1,1,51.443994,,,
MW-13,15489,10/28/2014,2276337.016,10430334.06,11,6550.43,6499.031324,1,1,51.398676,,,
MW-13,15846,10/20/2015,2276337.016,10430334.06,11,6550.81,6499.355693,1,1,51.454307,,,
MW-13,16204,10/12/2016,2276337.016,10430334.06,11,6551.11,6500.15088,1,1,50.95912,,,
MW-13,16582,10/25/2017,2276337.016,10430334.06,11,6550.37,6500.523242,1,1,49.846758,,,
MW-13,16931,10/9/2018,2276337.016,10430334.06,11,6550,6501.208677,1,1,48.791323,,,
MW-13,17305,10/18/2019,2276337.016,10430334.06,11,6551.49,6503.076932,1,1,48.413068,,,
MW-13,17673,10/20/2020,2276337.016,10430334.06,11,6550.75,6504.674529,1,1,46.075471,,,
MW-130,17680,10/27/2020,2268899.167,10438682.48,2,6484.9,6480.146506,1,1,4.753494,,,
MW-131ALL,17673,10/20/2020,2267559.829,10437770.93,1,6441.94,6430.757833,1,1,11.182167,,,
MW-131ALL,17841,4/6/2021,2267559.829,10437770.93,1,6444.64,6430.691533,1,1,13.948467,,,
MW-131S,17673,10/20/2020,2267549.93,10437808.47,3,6441.84,6430.765456,1,1,11.074544,,,
MW-131S,17841,4/6/2021,2267549.93,10437808.47,3,6444.47,6430.698932,1,1,13.771068,,,
MW-132ALL,17679,10/26/2020,2266944.49,10438433.24,1,6427.3,6387.71044,1,1,39.58956,,,
MW-132ALL,17841,4/6/2021,2266944.49,10438433.24,1,6431.04,6387.819665,1,1,43.220335,,,
MW-132S,17679,10/26/2020,2266942.956,10438471.08,3,6426.71,6390.710647,1,1,35.999353,,,
MW-133ALL,17679,10/26/2020,2267053.188,10438473.77,1,6434.15,6430.203806,1,1,3.946194,,,
MW-133ALL,17841,4/6/2021,2267053.188,10438473.77,1,6435.01,6430.09263,1,1,4.91737,,,
MW-133S,17679,10/26/2020,2267098.753,10438532.63,3,6434.98,6430.591861,1,1,4.388139,,,
MW-133S,17841,4/6/2021,2267098.753,10438532.63,3,6437.41,6430.475701,1,1,6.934299,,,
MW-134D,17680,10/27/2020,2266981.337,10439229.98,12,6473.94,6471.91641,1,1,2.02359,,,
MW-134D,17842,4/7/2021,2266981.337,10439229.98,12,6473.21,6471.908825,1,1,1.301175,,,
MW-134S,17680,10/27/2020,2266999.479,10439217.27,6,6444.1,6435.001082,1,1,9.098918,,,
MW-134S,17841,4/6/2021,2266999.479,10439217.27,6,6427.21,6434.844502,1,1,-7.634502,,,
MW-135,17680,10/27/2020,2268772.41,10438507.38,11,6476.7,6478.442732,1,1,-1.742732,,,
MW-135,17848,4/13/2021,2268772.41,10438507.38,11,6476.12,6478.480264,1,1,-2.360264,,,
MW-136,17674,10/21/2020,2271380.489,10434832.99,11,6494.27,6491.059934,1,1,3.210066,,,
MW-136,17846,4/11/2021,2271380.489,10434832.99,11,6489.1,6491.178663,1,1,-2.078663,,,
MW-138D,17680,10/27/2020,2268694.239,10437810.76,11,6483.2,6482.304091,1,1,0.895909,,,
MW-138D,17846,4/11/2021,2268694.239,10437810.76,11,6481.86,6482.368046,1,1,-0.508046,,,
MW-138S,17361,12/13/2019,2268704.628,10437799.67,4,6494.8,6482.146024,1,1,12.653976,,,
MW-138S,17680,10/27/2020,2268704.628,10437799.67,4,6486.1,6482.767919,1,1,3.332081,,,
MW-138S,17846,4/11/2021,2268704.628,10437799.67,4,6484.86,6482.83676,1,1,2.02324,,,
MW-139,17680,10/27/2020,2269079.46,10438692,8,6488.7,6475.618032,1,1,13.081968,,,
MW-139,17842,4/7/2021,2269079.46,10438692,8,6487.08,6475.536113,1,1,11.543887,,,
MW-5,3105,12/1/1980,2279892.88,10435512.99,8,6604,6588.762536,1,1,15.237464,,,
MW-5,4139,10/1/1983,2279892.88,10435512.99,8,6572.87,6591.547201,1,1,-18.677201,,,
MW-5,4505,10/1/1984,2279892.88,10435512.99,8,6577.1,6591.508901,1,1,-14.408901,,,
MW-5,4870,10/1/1985,2279892.88,10435512.99,8,6580.25,6591.676504,1,1,-11.426504,,,
MW-5,5296,12/1/1986,2279892.88,10435512.99,8,6586.43,6592.207528,1,1,-5.777528,,,
MW-5,5661,12/1/1987,2279892.88,10435512.99,8,6586.64,6593.203125,1,1,-6.563125,,,
MW-5,5966,10/1/1988,2279892.88,10435512.99,8,6587.92,6593.771622,1,1,-5.851622,,,
MW-5,6366,11/5/1989,2279892.88,10435512.99,8,6589.15,6593.456872,1,1,-4.306872,,,
MW-5,6699,10/4/1990,2279892.88,10435512.99,8,6591.24,6593.03725,1,1,-1.79725,,,
MW-5,7115,11/24/1991,2279892.88,10435512.99,8,6591.54,6592.350663,1,1,-0.810663,,,
MW-5,7454,10/28/1992,2279892.88,10435512.99,8,6591.7,6592.407911,1,1,-0.707911,,,
MW-5,7858,12/6/1993,2279892.88,10435512.99,8,6591.73,6593.005905,1,1,-1.275905,,,
MW-5,8230,12/13/1994,2279892.88,10435512.99,8,6590.56,6592.780126,1,1,-2.220126,,,
MW-5,8556,11/4/1995,2279892.88,10435512.99,8,6589.25,6592.396773,1,1,-3.146773,,,
MW-5,8950,12/2/1996,2279892.88,10435512.99,8,6591.24,6591.90902,1,1,-0.66902,,,
MW-5,9339,12/26/1997,2279892.88,10435512.99,8,6588.13,6591.415079,1,1,-3.285079,,,
MW-5,9653,11/5/1998,2279892.88,10435512.99,8,6590.53,6591.024007,1,1,-0.494007,,,
MW-5,10021,11/8/1999,2279892.88,10435512.99,8,6591.12,6590.578675,1,1,0.541325,,,
MW-5,10387,11/8/2000,2279892.88,10435512.99,8,6590.35,6590.12803,1,1,0.22197,,,
MW-5,10730,10/17/2001,2279892.88,10435512.99,8,6589.4,6589.684863,1,1,-0.284863,,,
MW-5,11157,12/18/2002,2279892.88,10435512.99,8,6589.43,6589.100272,1,1,0.329728,,,
MW-5,11443,9/30/2003,2279892.88,10435512.99,8,6588.25,6588.728578,1,1,-0.478578,,,
MW-5,11886,12/16/2004,2279892.88,10435512.99,8,6590.26,6588.228273,1,1,2.031727,,,
MW-5,12214,11/9/2005,2279892.88,10435512.99,8,6591.6,6587.938814,1,1,3.661186,,,
MW-5,12613,12/13/2006,2279892.88,10435512.99,8,6591.57,6587.673821,1,1,3.896179,,,
MW-5,12927,10/23/2007,2279892.88,10435512.99,8,6592.42,6587.484543,1,1,4.935457,,,
MW-5,13284,10/14/2008,2279892.88,10435512.99,8,6593.72,6587.267404,1,1,6.452596,,,
MW-5,13585,8/11/2009,2279892.88,10435512.99,8,6593,6587.076628,1,1,5.923372,,,
MW-5,13964,8/25/2010,2279892.88,10435512.99,8,6593.79,6586.819878,1,1,6.970122,,,
MW-5,14383,10/18/2011,2279892.88,10435512.99,8,6593.04,6586.514719,1,1,6.525281,,,
MW-5,14760,10/29/2012,2279892.88,10435512.99,8,6593.45,6586.220596,1,1,7.229404,,,
MW-5,15143,11/16/2013,2279892.88,10435512.99,8,6593.44,6585.924839,1,1,7.515161,,,
MW-5,15489,10/28/2014,2279892.88,10435512.99,8,6592.61,6585.75164,1,1,6.85836,,,
MW-5,15846,10/20/2015,2279892.88,10435512.99,8,6592.4,6585.917749,1,1,6.482251,,,
MW-5,16205,10/13/2016,2279892.88,10435512.99,8,6591.85,6586.243478,1,1,5.606522,,,
MW-5,16582,10/25/2017,2279892.88,10435512.99,8,6591.2,6586.14541,1,1,5.05459,,,
MW-5,16933,10/11/2018,2279892.88,10435512.99,8,6591.48,6586.297485,1,1,5.182515,,,
MW-5,17308,10/21/2019,2279892.88,10435512.99,8,6590.27,6587.130022,1,1,3.139978,,,
MW-5,17673,10/20/2020,2279892.88,10435512.99,8,6589.96,6587.598789,1,1,2.361211,,,
MW-5,17843,4/8/2021,2279892.88,10435512.99,8,6590.06,6587.50714,1,1,2.55286,,,
OW-UT-9,4475,9/1/1984,2276924.223,10433474.25,10,6581.87,6570.078659,1,1,11.791341,,,
OW-UT-9,7452,10/26/1992,2276924.223,10433474.25,10,6578.72,6578.45391,1,1,0.26609,,,
OW-UT-9,7865,12/13/1993,2276924.223,10433474.25,10,6574.99,6581.220723,1,1,-6.230723,,,
OW-UT-9,8229,12/12/1994,2276924.223,10433474.25,10,6578.62,6582.231789,1,1,-3.611789,,,
OW-UT-9,8555,11/3/1995,2276924.223,10433474.25,10,6582.04,6583.155107,1,1,-1.115107,,,
OW-UT-9,8945,11/27/1996,2276924.223,10433474.25,10,6581.26,6582.550577,1,1,-1.290577,,,
OW-UT-9,9336,12/23/1997,2276924.223,10433474.25,10,6574.52,6582.628304,1,1,-8.108304,,,
OW-UT-9,9652,11/4/1998,2276924.223,10433474.25,10,6574.22,6582.97291,1,1,-8.75291,,,
OW-UT-9,10023,11/10/1999,2276924.223,10433474.25,10,6574.92,6582.99739,1,1,-8.07739,,,
OW-UT-9,10386,11/7/2000,2276924.223,10433474.25,10,6574.44,6582.715554,1,1,-8.275554,,,
OW-UT-9,10729,10/16/2001,2276924.223,10433474.25,10,6574.47,6581.953126,1,1,-7.483126,,,
OW-UT-9,11155,12/16/2002,2276924.223,10433474.25,10,6573.47,6581.541244,1,1,-8.071244,,,
OW-UT-9,11492,11/18/2003,2276924.223,10433474.25,10,6582.37,6581.89193,1,1,0.47807,,,
OW-UT-9,11888,12/18/2004,2276924.223,10433474.25,10,6583.6,6582.613127,1,1,0.986873,,,
OW-UT-9,12215,11/10/2005,2276924.223,10433474.25,10,6584,6583.125666,1,1,0.874334,,,
OW-UT-9,12614,12/14/2006,2276924.223,10433474.25,10,6583.44,6583.585641,1,1,-0.145641,,,
OW-UT-9,12929,10/25/2007,2276924.223,10433474.25,10,6584.98,6583.813952,1,1,1.166048,,,
OW-UT-9,13286,10/16/2008,2276924.223,10433474.25,10,6584.85,6583.96225,1,1,0.88775,,,
OW-UT-9,13587,8/13/2009,2276924.223,10433474.25,10,6583.8,6584.020605,1,1,-0.220605,,,
OW-UT-9,13963,8/24/2010,2276924.223,10433474.25,10,6585.15,6584.019637,1,1,1.130363,,,
